"category","sub_category","job_title","province","job_location","job_company","job_industry","job_finance","job_scale","job_welfare","job_salary_range","job_experience","job_education","job_skills","create_time"
"后端开发","PHP","php实习生","河南","郑州?中牟县?白沙镇","八角科技","互联网","不需要融资","100-499人","节假日加班费，工龄奖，全勤奖，住房补贴，加班补助，员工旅游，五险一金，宿舍有空调，底薪加提成，保底工资，有无线网","2-3K","经验不限","本科","PHP","2025-04-01"
"后端开发","PHP","中高级PHP开发工程师（跨境电商）","广东","深圳?南山区?科技园","HOWUSN","电子商务","不需要融资","20-99人","节日福利，绩效奖金，带薪年假，底薪加提成，全勤奖，五险一金，有无线网，加班补助，团建聚餐，零食下午茶","15-25K","5-10年","大专","跨境电商开发经验,PHP开发经验,PHP,","2025-04-01"
"后端开发","PHP","PHP","福建","厦门?湖里区?万达广场","厦门眼科中心","医疗服务","1000-9999人","无","生日福利，免费班车，节日福利，全勤奖，带薪年假，五险一金","7-12K","1-3年","本科","CSS,MVC开发,负载均衡技术,服务器配置,Linux,,,","2025-04-01"
"后端开发","PHP","PHP初级工程师","四川","成都?青羊区?东坡","迈普汇智","互联网","未融资","0-20人","定期体检，五险一金","2-4K","在校/应届","大专","PHP开发经验,PHP","2025-04-01"
"后端开发","PHP","PHP","吉林","长春?南关区?临河","长春市昊新商贸","互联网","未融资","0-20人","带薪年假，年终奖，绩效奖金，五险一金，员工旅游，底薪加提成","4000-10000元/月","3-5年","本科","PHP开发经验,PHP,MySQL/Redis/MongoDB,","2025-04-01"
"后端开发","PHP","PHP程序师","广东","深圳?宝安区?福永","标派视觉","广告/公关/会展","不需要融资","20-99人","零食下午茶，年终奖，员工旅游，五险一金，全勤奖，节日福利，带薪年假","8-13K","3-5年","大专","PHP,HTML/CSS,HTML5","2025-04-01"
"后端开发","PHP","资深后端工程师 - 全职远程","山东","滨州?滨城区?渤海国际","标博","计算机软件","20-99人","无","法定节假日三薪，绩效奖金，节日福利，节假日加班费，加班补助，带薪年假，年终奖","20-30K?15薪","5-10年","本科","Golang,服务端开发经验,PHP开发经验,PHP,,,,,","2025-04-01"
"后端开发","PHP","WordPress开发工程师","江苏","南京?建邺区?奥体","南京比安提","互联网","100-499人","无","","10-15K?14薪","经验不限","学历不限","PHP,LNMP/LAMP,Laravel/Yii/ThinkPHP,可兼职","2025-04-01"
"后端开发","PHP","php开发","广东","中山?东区街道?华润万家","百创","人工智能","20-99人","无","","8-13K","3-5年","学历不限","微服务,服务端开发经验,saas,PHP开发经验,PHP,,,,","2025-04-01"
"后端开发","PHP","php初级工程师","四川","成都?双流区?航空港","都对科技","计算机软件","未融资","20-99人","全勤奖，员工旅游，股票期权，五险一金，带薪年假，节日福利，定期体检，零食下午茶，补充医疗保险，加班补助，年终奖","4-8K","1-3年","学历不限","下肢残疾,Laravel/Yii/ThinkPHP,肢体残疾,PHP开发经验,,,","2025-04-01"
"后端开发","PHP","PHP开发工程师","上海","上海?长宁区?淞虹路","北桔科技","计算机软件","不需要融资","20-99人","五险一金，加班补助，定期体检，年终奖","13-17K?13薪","5-10年","大专","ThinkPHP,uniapp,Laravel,redis","2025-04-01"
"后端开发","PHP","php高级研发工程师","江苏","南京?雨花台区?安德门","南京言午网络","电子商务","天使轮","20-99人","带薪年假，定期体检，股票期权，入职交五险，节日福利，通讯补贴，加班补助，底薪加提成，年终奖，绩效奖金，节假日加班费，全勤奖，员工旅游","10-15K?13薪","3-5年","本科","","2025-04-01"
"后端开发","PHP","PHP程序员","吉林","吉林","惠民康恩科技有限公司","互联网","100-499人","无","全勤奖，带薪年假，团建聚餐，包吃，免费工装，员工旅游，有无线网","5-10K","5-10年","本科","PHP,前端开发,后端开发","2025-04-01"
"后端开发","PHP","php/golang 开发工程师","江苏","徐州","灵匠科技","互联网","不需要融资","500-999人","全勤奖，员工旅游，加班补助，股票期权，带薪年假，餐补，交通补助，年终奖，通讯补贴，五险一金，补充医疗保险，节日福利，零食下午茶","8-13K","1-3年","大专","PHP,mysql,golang,thinkphp","2025-04-01"
"后端开发","PHP","高级php工程师","重庆","重庆?江北区?五里店","重庆联誉诚","互联网","未融资","0-20人","节日福利，补充医疗保险，带薪年假","8-12K","1-3年","本科","PHP开发经验,PHP,MySQL/Redis/MongoDB,","2025-04-01"
"后端开发","PHP","PHP后端开发工程师(M2611)","福建","福州?仓山区?金山","?风","计算机服务","不需要融资","100-499人","五险一金，年终奖，定期体检，加班补助，补充医疗保险，带薪年假，餐补，零食下午茶，节日福利","11-20K?13薪","3-5年","大专","PHP,Laravel/Yii/ThinkPHP,计算机相关专业,PHP开发经验","2025-04-01"
"后端开发","PHP","网站技术员","福建","厦门?湖里区?殿前","独蜜贸易","电子商务","未融资","20-99人","交通补助，节日福利，年终奖，加班补助，免费班车，全勤奖，餐补，住房补贴，通讯补贴，五险","6-9K","1-3年","大专","计算机相关专业,Python,shopyy采集装修","2025-04-01"
"后端开发","PHP","PHP（会GO 15-16K 13薪 早10晚7周末双休","北京","北京?海淀区?上地","中软国际","计算机软件","已上市","10000人以上","五险一金，年终奖，零食下午茶，员工旅游，定期体检，节日福利，免费班车，餐补，加班补助，带薪年假","15-16K","经验不限","本科","Golang","2025-04-01"
"后端开发","C#","上位机工程师","江苏","南京?雨花台区?铁心桥","米特科技","通信/网络设备","不需要融资","100-499人","定期体检，包吃，节日福利，带薪年假，零食下午茶，生日福利，年终奖，五险一金，股票期权","10-15K?15薪","1-3年","本科","C#,C#开发经验,计算机相关专业","2025-04-01"
"后端开发","C#","wpf开发工程师","四川","成都?武侯区?省体育馆","成都趋势电子","计算机软件","未融资","0-20人","带薪年假，节假日加班费，绩效奖金，节日福利，通讯补贴，意外险，夜班补助，年终奖，团建聚餐，补充医疗保险，零食下午茶，五险一金，员工旅游，底薪加提成，工龄奖，有无线网，保底工资，加班补助，法定节假日三薪","8-12K","1-3年","大专","C#,GIS,地理测绘遥感,C#开发经验,.NET开发经验,.net,,,","2025-04-01"
"后端开发","C#","视觉检测设备软件工程师","江苏","苏州?吴中区?横泾","苏州数算人工智能科技","自动化设备","20-99人","无","","20-30K","5-10年","本科","C#","2025-04-01"
"后端开发","C#","C#","陕西","西安?长安区?王寺","睿翌","计算机软件","不需要融资","0-20人","员工旅游，法定节假日三薪，住房补贴，年终奖，意外险，团建聚餐，工龄奖，夜班补助，加班补助，保底工资，全勤奖，节假日加班费，底薪加提成，绩效奖金","200-250元/天","3-5年","本科","C#","2025-04-01"
"后端开发","C#","C#软件工程师","江苏","苏州?昆山市?玉山","kimd","机械设备/机电/重工","100-499人","无","节日福利，零食下午茶，员工旅游，包吃，年终奖，全勤奖，五险一金，定期体检，带薪年假，餐补","13-26K?13薪","3-5年","本科","C++,软件工程师","2025-04-01"
"后端开发","C#","游戏服务端开发","广东","深圳?宝安区?西乡","曼希网络","互联网","不需要融资","20-99人","年终奖，保底工资，团建聚餐，员工旅游，零食下午茶，节日福利，绩效奖金，带薪年假，文体活动，底薪加提成，五险一金，生日福利","18-25K","3-5年","大专","Golang,C++,C#开发经验","2025-04-01"
"后端开发","C#","c#开发工程师","北京","北京?昌平区?回龙观","八进制","计算机软件","未融资","20-99人","餐补，团建聚餐，员工旅游，年终奖，加班补助，带薪年假，零食下午茶，绩效奖金，节日福利，定期体检，五险一金","9-14K?14薪","3-5年","本科","C#,.NET,SQL","2025-04-01"
"后端开发","C#","初级软件工程师（运动控制应用方向）","江苏","苏州?吴中区?太湖新城（吴中）","维物者","计算机软件","0-20人","无","","5-10K","1-3年","本科","MySQL,SQL Server,C#开发经验,运动控制,运动控制器,,,","2025-04-01"
"后端开发","C#","供应链-自动化开发工程师（软件）-武汉","湖北","武汉?江夏区?纸坊","海康威视","计算机软件","已上市","10000人以上","交通补助，生日福利，免费班车，餐补，高温补贴，五险一金，免息住房借款，通讯补贴，团建聚餐，定期体检，年终奖，补充医疗保险，带薪年假，股票期权","11-16K?16薪","3-5年","本科","C#,C#开发经验","2025-04-01"
"后端开发","C#","软件研发工程师","陕西","西安?雁塔区?高新软件园","卡索航空","其他行业","未融资","20-99人","零食下午茶，带薪年假，节日福利，五险一金，全勤奖，年终奖，加班补助","8-13K","1-3年","本科","C++,MySQL,计算机相关专业,中大型项目开发经验,,,,","2025-04-01"
"后端开发","C#","上位机开发工程师","广东","东莞","瑞舟","自动化设备","不需要融资","20-99人","有无线网，定期体检，住房补贴，团建聚餐，包吃，包住，免费工装，宿舍有空调，餐补，意外险，补充医疗保险，五险一金","9-14K","3-5年","本科","C#,MySQL,SQL Server,C#开发经验","2025-04-01"
"后端开发","C#","WPF开发工程师","北京","北京?海淀区?西北旺","康斯特仪表","仪器仪表","已上市","500-999人","餐补，加班补助，带薪年假，住房补贴，定期体检，年终奖，员工旅游，零食下午茶，节日福利，五险一金","15-25K?13薪","经验不限","本科","C#,WPF","2025-04-01"
"后端开发","C#","软件开发实习生","上海","上海?青浦区?徐泾","上海钇瓴","计算机软件","C轮","100-499人","法定节假日三薪，补充医疗保险，工龄奖，定期体检，五险一金，全勤奖","300-600元/天","5天/周","6个月","C#,C++,提供转正机会,C#开发经验,计算机相关专业","2025-04-01"
"后端开发","C#","C# 开发工程师 （量化交易系统）","广东","深圳?南山区?科技园","绰瑞资产","基金","未融资","20-99人","零食下午茶，带薪年假，员工旅游，年终奖金，五险一金，节日福利","25-35K?13薪","1-3年","本科","C#,MySQL,计算机相关专业,.NET开发经验,C#开发经验","2025-04-01"
"后端开发","C#","软件开发工程师","广东","广州?黄埔区?文冲","艾视维","计算机软件","天使轮","20-99人","法定节假日三薪，员工旅游，五险一金，全勤奖，零食下午茶，免费工装，加班补助，团建聚餐，意外险，绩效奖金，年终奖，节日福利，带薪年假","12-24K?15薪","5-10年","本科","C++,Java,Python,计算机相关专业,.NET开发经验,","2025-04-01"
"后端开发","C#","C#开发工程师","上海","上海?闵行区?莘庄","上海惟甲科技有限公司","半导体/芯片","20-99人","无","带薪年假，年终奖，五险一金","15-30K?16薪","经验不限","硕士","C#,C#开发经验,应届生,计算机相关专业","2025-04-01"
"后端开发","C#","上位机工程师","四川","成都?郫都区?德源镇","中科朗星","电子/半导体/集成电路","A轮","20-99人","五险一金，带薪年假，月度季度奖金，节日福利，零食下午茶，员工旅游，年终奖","10-15K","1-3年","本科","C#,上位机","2025-04-01"
"后端开发","C#","c#后台开发工程师","广东","深圳?罗湖区?东门","得科电子","计算机软件","未融资","20-99人","免费工装，交通补助，五险一金，保底工资，通讯补贴，绩效奖金，工龄奖，节日福利，年终奖，员工旅游，住房补贴，带薪年假，餐补，零食下午茶，团建聚餐","15-25K","3-5年","硕士","C#,.Net core,微服务架构,后端开发","2025-04-01"
"后端开发","C#","软件工程师","河北","石家庄?鹿泉区?经济开发区","嘉彦科技","通信/网络设备","未融资","0-20人","年终项目奖金","5-10K","1-3年","大专","多进程,算法基础,Windows,Visual Studio","2025-04-01"
"后端开发","C#","C#高级开发工程师（工业软件）","广东","深圳?宝安区?沙井","谱汇智能","自动化设备","A轮","20-99人","五险一金，底薪加提成，保底工资，零食下午茶，节日福利，全勤奖，股票期权，餐补，通讯补贴，绩效奖金，年终奖，交通补助","20-40K?13薪","5-10年","本科","C#,C#开发经验,系统架构设计经验","2025-04-01"
"后端开发","C#","C#实施工程师","安徽","合肥?蜀山区?井岗","乾德","通用设备","未融资","0-20人","加班补助，全勤奖，宿舍有空调，定期体检，包住，法定节假日三薪，绩效奖金，底薪加提成，有无线网，保底工资，包吃，节假日加班费，意外险，团建聚餐，年终奖，节日福利，五险一金，免费工装，员工旅游，带薪年假","5-10K?24薪","经验不限","本科","C#,ASP.NET,计算机相关专业,C#开发经验,","2025-04-01"
"后端开发","C#","软件开发工程师","山东","济南?历城区?汉峪金谷","英科医疗科技","医疗器械","已上市","10000人以上","年终奖，团建聚餐，零食下午茶，员工旅游，绩效奖金，股票期权，有无线网，带薪年假，通讯补贴，全勤奖，五险一金，餐补，生日福利，节日福利，定期体检，宿舍有空调，包住，底薪加提成","14-20K?13薪","3-5年","本科","C#,Java,C#开发经验,计算机相关专业,Python","2025-04-01"
"后端开发","C#","WPF研发工程师","北京","北京?大兴区?亦庄","北京友通上昊科技...","医疗健康","不需要融资","100-499人","优秀员工持股，完善福利制度，全球化运作，员工成长规划，合规薪酬体系","20-30K","5-10年","本科","WPF,视频控件","2025-04-01"
"后端开发","C#","软件工程师","江苏","苏州?相城区?高铁新城","苏州群卓","仪器仪表","0-20人","无","团建聚餐，五险一金，员工旅游，包吃，带薪年假，通讯补贴，零食下午茶，节日福利","7-10K?13薪","3-5年","本科","C#,C#开发经验,MySQL,ASP.NET,.NET开发经验,,","2025-04-01"
"后端开发","C#","C#高软件工程师","江苏","苏州?吴中区?龙西","江苏芯梦半导体","半导体/芯片","B轮","100-499人","生日福利，包吃，年终奖，员工旅游，团建聚餐，节日福利，五险一金，定期体检，带薪年假","20-35K?13薪","10年以上","本科","C#,SECS-GEM / GEM300,WPF开发,半导体,","2025-04-01"
"后端开发","C#","C#软件工程师","广东","广州?海珠区?东晓","织云智能","计算机软件","未融资","0-20人","节日福利，五险一金，零食下午茶，加班补助，保底工资，年终奖，团建聚餐，定期体检","4-6K","经验不限","本科","C#,计算机相关专业","2025-04-01"
"后端开发","C#","游戏后端开发工程师","重庆","重庆?南岸区?弹子石","星幻网络","游戏","不需要融资","0-20人","零食下午茶，餐补，员工旅游，股票期权，年终奖，社保","4-6K","经验不限","本科","C#,MySQL,ASP.NET,C#开发经验,中大型项目开发经验","2025-04-01"
"后端开发","C#","C#开发工程师","浙江","宁波?鄞州区?兴宁路","纵横软件","计算机软件","不需要融资","100-499人","交通补助，年终奖，员工旅游，五险一金，通讯补贴，节日福利","8-13K","3-5年","大专","C#,管理经验,uniapp,.NET开发经验,小程序开发,mes","2025-04-01"
"后端开发","C#","激光工程研究所-软件工程师","天津","天津?东丽区?华明","清华大学天津高端...","其他行业","不需要融资","20-99人","五险一金，节日福利，团建聚餐，带薪年假，免费工装，员工旅游，绩效奖金，年终奖，零食下午茶，定期体检","9-14K","经验不限","本科","C#,Java,计算机相关专业,系统架构设计经验","2025-04-01"
"后端开发","C#","手游客户端系统开发-火影忍者-腾娱互动","广东","深圳?南山区?科技园","腾讯","互联网","不需要融资","10000人以上","年终奖，餐补，员工旅游，公仔周边活动，免费健身房，节日福利，免费早晚餐，补充医疗保险，五险一金，交通补助，零食下午茶，带薪年假，免费班车，住房补贴，包吃，股票期权，定期体检","16-26K?14薪","3-5年","本科","C#,C++,C#开发经验","2025-04-01"
"后端开发",".NET",".net开发工程师","陕西","西安?雁塔区?高新软件园","施博信息技术有限公司","大数据","C轮","1000-9999人","节日福利，餐补，生日福利，全勤奖","8-13K","1-3年","本科","Java,C#,.NET,后端开发经验","2025-04-01"
"后端开发",".NET",".Net高级开发","广东","深圳","艾普阳","计算机软件","不需要融资","100-499人","餐补，零食下午茶，年终奖，五险一金，员工旅游，节日福利，带薪年假","15-30K?14薪","5-10年","本科",".NET,.NET Core,C#,.NET开发经验,计算机相关专业,,,","2025-04-01"
"后端开发",".NET",".NET Core 软件工程师","上海","上海?黄浦区?世博会馆","麦捷克","计算机软件","未融资","0-20人","节假日加班费，全勤奖，五险一金，员工旅游，住房补贴，股票期权，零食下午茶，绩效奖金，定期体检，法定节假日三薪，餐补，交通补助，加班补助，年终奖，通讯补贴，带薪年假，底薪加提成，节日福利，补充医疗保险，保底工资","7-12K","3-5年","本科","C#,算法基础,.NET,.NET开发经验,MacOS,,,,,,","2025-04-01"
"后端开发",".NET","空港&.NET开发工程师","山西","运城?盐湖区?空港","微溯科技","计算机软件","100-499人","无","","4-7K","1-3年","本科",".NET,C#,.NET Core,Vue/React/Angular,,,,,,","2025-04-01"
"后端开发",".NET","ASP.NET 全栈开发工程师","江苏","常州?武进区?西太湖","达科为（常州）","医疗器械","未融资","20-99人","年终奖，餐补，交通补助，通讯补贴，五险一金，团建聚餐，带薪年假","8-13K?13薪","3-5年","本科","C#,HTML,JavaScript/TypeScript,前端开发经验,,,","2025-04-01"
"后端开发",".NET",".net后端工程师","广东","深圳?南山区?南油","云智衣橱","生活服务(O2O)","未融资","20-99人","","12-22K","5-10年","本科","ERP系统开发经验,服务端开发经验,.NET开发经验,,","2025-04-01"
"后端开发",".NET",".net开发工程师","浙江","宁波?镇海区?庄市","亿度物流","批发/零售","不需要融资","20-99人","员工旅游，节日福利，加班补助，餐补，五险一金，带薪年假","10-15K","3-5年","大专",".NET,后端开发,SQL,MVC开发,ASP.NET,大数据,,","2025-04-01"
"后端开发",".NET","asp.net高级开发工程师","广东","深圳?南山区?科技园","和智物联","计算机软件","天使轮","20-99人","节日福利，五险一金，带薪年假，团建聚餐，底薪加提成，保底工资，全勤奖，年终奖，工龄奖，零食下午茶，交通补助，绩效奖金","15-16K","5-10年","本科","ERP系统开发经验,OA系统开发经验,前端开发经验,","2025-04-01"
"后端开发",".NET",".net工程师","上海","上海?闵行区?虹桥","兴起信息技术","计算机软件","未融资","100-499人","五险一金","14-16K","3-5年","本科","C#,.NET开发经验,.NET Core","2025-04-01"
"后端开发",".NET",".NET开发 兼职","广东","深圳?南山区?西丽","初夏网络","计算机软件","未融资","0-20人","团建聚餐，全勤奖，绩效奖金，五险一金","200-450元/天","3-5年","大专","C#,.NET","2025-04-01"
"后端开发",".NET",".net core开发工程师","湖北","武汉?江夏区?流芳","世纪众云","电子商务","未融资","100-499人","五险一金，生日福利，节日福利，餐补，节假日加班费，带薪年假，定期体检，年终奖，零食下午茶，员工旅游，加班补助","9-14K","3-5年","大专","C#,Linux,.net core,分布式技术,Redis,软件工程师,","2025-04-01"
"后端开发",".NET",".NET初级开发工程师","吉林","长春?二道区?自由大路","远舟贸易","电子商务","未融资","100-499人","夜班补助，节日福利，五险一金，团建聚餐，底薪加提成，绩效奖金，工龄奖，年终奖","5-6K","1-3年","本科",".NET,.NET开发经验,计算机相关专业,.NET Core","2025-04-01"
"后端开发",".NET","交付开发工程师","上海","上海?闵行区?吴泾","云扩科技","企业服务","B轮","100-499人","五险一金，落户资质，零食下午茶，年终奖，带薪年假，股票期权，节日福利，定期体检，通讯补贴，团建聚餐","9-14K","3-5年","大专","计算机相关专业","2025-04-01"
"后端开发",".NET","上位机软件开发工程师","广东","佛山?禅城区?南庄","领峰信息","仪器仪表/工业自动化","未融资","0-20人","绩效奖金，带薪年假，保底工资，意外险，加班补助，全勤奖，包吃，企业年金，员工旅游，年终奖，补充医疗保险","6-10K?13薪","1年以内","本科",".NET,C#,MySQL/SQL Server/Oracle,计算机相关专业,,,","2025-04-01"
"后端开发",".NET",".NET软件工程师","北京","北京?昌平区?龙泽","镁伽科技","智能硬件","C轮","500-999人","股票期权，员工旅游，年终奖，节日福利，定期体检，五险一金，生日福利，带薪年假，餐补，团建聚餐，零食下午茶，补充医疗保险，加班补助，绩效奖金","12-24K?16薪","3-5年","本科","设备开发经验","2025-04-01"
"后端开发",".NET",".netcore开发","北京","北京?朝阳区?和平里","华元智慧","计算机软件","未融资","20-99人","绩效奖金，补充医疗保险，五险一金，年终奖","8-13K","1-3年","本科",".NET,.NET开发经验,计算机相关专业,.NET Core","2025-04-01"
"后端开发",".NET","兼职net开发工程师","北京","北京?昌平区?霍营","乐学乐教","互联网","未融资","0-20人","年终奖，节日福利，全勤奖，加班补助，带薪年假，住房补贴，员工旅游，岗位津贴，业绩提成","16-22K","5-10年","本科","C#,Vue/React/Angular","2025-04-01"
"后端开发",".NET","高级逆向开发工程师","山东","日照?东港区?大学城","顾客电商","电子商务","未融资","100-499人","包住，包吃，全勤奖，餐补，年终奖，五险，意外险，住房补贴，绩效奖金，节日福利，员工旅游，有无线网，定期体检，工龄奖，带薪年假，保底工资，法定节假日三薪，宿舍有空调，生日福利，团建聚餐","12-24K","经验不限","学历不限","Java,.NET,.NET开发经验","2025-04-01"
"后端开发",".NET",".Net开发工程师","陕西","汉中?南郑区?大河坎镇","中软国际","计算机软件","已上市","10000人以上","零食下午茶，餐补，五险一金，加班补助，带薪年假，员工旅游，年终奖，免费班车，节日福利，定期体检","9-13K","3-5年","大专",".NET,C#,.NET开发经验,计算机相关专业","2025-04-01"
"后端开发",".NET","C#.NET开发工程师，B/S-C/S 10-15K","广东","深圳?宝安区?福永","关区软件","大数据","0-20人","无","","15-18K","5-10年","本科","CSS,HTML,JavaScript/TypeScript,.NET开发经验,,","2025-04-01"
"后端开发",".NET","软件开发工程师","江苏","徐州?泉山区?矿业大学","迈威软件","计算机软件","未融资","20-99人","团建聚餐，有无线网，餐补，通讯补贴，交通补助，工龄奖，年终奖，带薪年假，股票期权，加班补助，生日福利，全勤奖，五险一金，免费工装，节日福利，员工旅游，零食下午茶","6-11K","3-5年","本科","SQL,Oracle,.NET Core,ASP.NET","2025-04-01"
"后端开发",".NET","net开发工程师","广东","广州?海珠区?江南西","生生国旅","旅游/景区","未融资","20-99人","补充医疗保险，五险一金","10-15K","5-10年","本科",".NET,.NET开发经验,计算机相关专业,.NET Core","2025-04-01"
"后端开发",".NET","软件工程师","四川","成都?青羊区?万家湾","上海慧之建建设顾...","计算机软件","未融资","20-99人","定期体检，年终奖，零食下午茶，节日福利，五险一金，加班补助，带薪年假，生日福利","6-8K","1年以内","本科","CSS,HTML,.NET","2025-04-01"
"后端开发",".NET",".NET(外派徐州）","江苏","常州?钟楼区?白云","软件评测","计算机软件","不需要融资","1000-9999人","通讯补贴，餐补，带薪年假，年终奖，五险一金","13-16K","3-5年","大专","C#,ERP系统开发经验,CSS,OA系统开发经验,,,,,,","2025-04-01"
"后端开发",".NET","net工程师","重庆","重庆?沙坪坝区?大学城","重庆逸瑞科技","计算机软件","不需要融资","0-20人","","6-11K?13薪","经验不限","大专","C#,SQL,ASP.NET","2025-04-01"
"后端开发",".NET","软件工程师.net","浙江","杭州?余杭区?五常","秦歌科技","通信/网络设备","未融资","20-99人","带薪年假，交通补助，员工旅游，社会保险，绩效奖金，生日福利，节日福利，餐补，住房补贴，定期体检，团建聚餐，通讯补贴","7-12K","1-3年","本科","C#,ASP.NET,MVC开发,Windows,.NET Core","2025-04-01"
"后端开发",".NET",".Net开发","浙江","台州","兴达讯","计算机软件","已上市","100-499人","员工旅游，股票期权，补充医疗保险，带薪年假，节日福利，定期体检，交通补助，全勤奖，加班补助，年终奖，五险一金，通讯补贴，餐补","8-13K","1-3年","本科","C#,ERP系统开发经验,.NET,.NET开发经验,mes,","2025-04-01"
"后端开发",".NET",".net软件开发","山东","青岛?黄岛区?唐岛湾","青岛加百列","信息安全","0-20人","无","带薪年假，加班补助，五险一金，年终奖，7.5小时双休","20-25K?13薪","5-10年","本科","C#,服务端开发经验,layui,多线程,.NET,ASP.NET,,,,","2025-04-01"
"后端开发",".NET",".NET开发工程师","山东","临沂?兰山区?大学城","简舟软件科技","计算机软件","不需要融资","0-20人","员工旅游，五险一金，带薪年假，年终奖，节日福利，零食下午茶","7-12K","1-3年","本科","C#,Linux,计算机软件,.NET,ASP.NET,HTML,,,","2025-04-01"
"后端开发",".NET",".NET软件开发","江苏","常州","祥康科技","大数据","未融资","100-499人","五险一金，定期体检，交通补助，带薪年假，零食下午茶，生日福利，节假日加班费，全勤奖，包吃，节日福利","11-17K?13薪","5-10年","大专","C#,HTML,ASP.NET,Oracle,架构师","2025-04-01"
